sample_index,source_index,jid,formula,nat,space_group_number,crystal_system,formation_energy_peratom,optb88vdw_bandgap,split
4152,70019,JVASP-147143,CrCo2O6,18,64,orthorhombic,-1.29327,0.138,train
4153,85323,JVASP-178933,YNi4Ir,6,216,cubic,-0.29442,0.0,train
4154,47317,JVASP-20773,Pd7Se4,22,18,orthorhombic,-0.24062,0.0,train
4155,58996,JVASP-126798,ZrZn,2,187,hexagonal,-0.06541,0.0,train
4156,66805,JVASP-141076,Li2MnCoO4,16,12,monoclinic,-1.8369,0.0,train
4157,70957,JVASP-152798,Ti2In5,14,127,tetragonal,-0.13491,0.0,train
4158,67304,JVASP-133735,BNCl,6,166,trigonal,-0.6351,0.0,train
4159,38543,JVASP-32248,Al2PdCl8,22,14,monoclinic,-1.25883,1.333,train
4160,31928,JVASP-23700,CeSi2Ir2,10,129,tetragonal,-1.00456,0.0,train
4161,78927,JVASP-180111,MgAlIr,3,187,hexagonal,-0.36498,0.0,train
4162,63963,JVASP-131946,I3Kr,4,12,monoclinic,0.06075,0.0,train
4163,8323,JVASP-67727,LiBeBr4,6,216,cubic,0.4598,0.0,train
4164,67667,JVASP-138353,SBr2,3,25,orthorhombic,0.15304,0.216,train
4165,39752,JVASP-14127,SCl2,24,19,orthorhombic,-0.11018,1.935,train
4166,1725,JVASP-86607,Ba2CoMoO6,10,225,cubic,-2.43878,0.0,train
4167,53627,JVASP-119748,Cr3CoP4O16,24,6,monoclinic,-2.06493,0.0,train
4168,46972,JVASP-13818,Ag2S,6,11,monoclinic,-0.05838,0.535,train
4169,68609,JVASP-148259,Nd2Fe4Co13,19,160,trigonal,-0.07615,0.0,train
4170,240,JVASP-97801,Yb2InCu2,10,127,tetragonal,-0.47749,0.0,train
4171,56185,JVASP-125523,NbAl3,4,221,cubic,-0.26456,0.0,train
4172,64255,JVASP-134450,CdSbI,3,187,hexagonal,0.24149,0.0,train
4173,88287,JVASP-183113,ScNiGe2,4,99,tetragonal,-0.29624,0.0,train
4174,57029,JVASP-125906,K3Zn,4,221,cubic,0.06028,0.0,train
4175,66655,JVASP-123824,NdBi5,6,164,trigonal,-0.18796,0.0,train
4176,14101,JVASP-91446,Ba2NiF6,9,139,tetragonal,-3.31135,0.403,train
4177,15972,JVASP-101212,CeSiNi,3,187,hexagonal,-0.75783,0.0,train
4178,83472,JVASP-170726,BaSrMgWO6,10,216,cubic,-2.96325,0.452,train
4179,13265,JVASP-92664,CaSi3Pt,5,107,tetragonal,-0.61426,0.0,train
4180,24948,JVASP-8269,VO2,3,166,trigonal,-2.33321,0.0,train
4181,93156,JVASP-187301,ZrNbOs2,4,123,tetragonal,-0.37265,0.0,train
4182,51837,JVASP-114011,B2O,3,1,triclinic,-0.52259,2.58,train
4183,67436,JVASP-138617,TlInCl,3,38,orthorhombic,-0.42015,0.0,train
4184,61517,JVASP-137634,ZnAs2Pb2O9,28,11,monoclinic,-1.23052,0.0,train
4185,9994,JVASP-70612,BeVPt,3,156,trigonal,-0.10643,0.0,train
4186,87080,JVASP-168319,Ba2DyInSe5,18,36,orthorhombic,-1.73213,1.013,train
4187,2980,JVASP-65275,MnBePd,3,156,trigonal,0.13259,0.0,train
4188,61584,JVASP-132289,NeNa,2,187,hexagonal,0.11489,0.0,train
4189,5844,JVASP-66964,TaBe2Ru,4,123,tetragonal,-0.16118,0.0,train
4190,11145,JVASP-94763,NaMg6Al,8,38,orthorhombic,0.03829,0.0,train
4191,87977,JVASP-176610,K2SrBe2F8,13,166,trigonal,-3.57295,7.446,train
4192,29938,JVASP-57569,SbO2,24,52,orthorhombic,-1.49514,2.092,train
4193,64950,JVASP-144295,CrWO4,12,12,monoclinic,-2.15063,0.0,train
4194,35831,JVASP-15925,Mn3PdN,5,221,cubic,-0.13634,0.0,train
4195,13810,JVASP-93389,SrMg,6,156,trigonal,0.09454,0.0,train
4196,50369,JVASP-112158,HfH8C6O4,19,1,triclinic,-0.71226,2.378,train
4197,31098,JVASP-35280,HoInCo4,6,216,cubic,-0.17158,0.0,train
4198,19560,JVASP-51232,LaBeOs2,4,216,cubic,0.61381,0.0,train
4199,30497,JVASP-36559,CrN2,6,72,orthorhombic,0.309,0.0,train
4200,92662,JVASP-190327,Nb2GaC,8,194,hexagonal,-0.53139,0.0,train
4201,14142,JVASP-95568,Rb2MgH4,14,63,orthorhombic,-0.353,3.469,train
4202,11615,JVASP-93771,DyAlGe,6,63,orthorhombic,-0.67226,0.0,train
4203,26375,JVASP-77184,GaCoRh2,4,12,monoclinic,-0.16088,0.0,train
4204,1345,JVASP-86106,MoCl3,16,15,monoclinic,-0.92454,0.418,train
4205,91898,JVASP-191541,AlZnPd2,4,123,tetragonal,-0.70358,0.0,train
4206,62376,JVASP-144232,Mn3Zn2O8,13,12,monoclinic,-1.77645,0.656,train
4207,45090,JVASP-109803,NaInN,6,186,hexagonal,0.06532,0.0,train
4208,90504,JVASP-188937,AlV3,4,65,orthorhombic,-0.0927,0.0,train
4209,35964,JVASP-37437,YHoCd2,4,225,cubic,-0.36637,0.0,train
4210,5055,JVASP-3888,K2TiCl6,9,225,cubic,-1.88789,1.953,train
4211,8256,JVASP-69639,Mg4BeMo,6,216,cubic,0.7986,0.0,train
4212,8150,JVASP-86661,KNiAu3C6N6,17,149,trigonal,0.18734,1.338,train
4213,92031,JVASP-190683,Sc2InRu,4,123,tetragonal,-0.62344,0.0,train
4214,5338,JVASP-66633,BaVHg,3,216,cubic,1.0022,0.0,train
4215,76337,JVASP-160813,TlBiPb,3,216,cubic,0.06193,0.111,train
4216,11064,JVASP-72079,Mg2BePt,4,119,tetragonal,-0.38949,0.0,train
4217,1155,JVASP-91996,Nd2BC,8,12,monoclinic,-0.35019,0.0,train
4218,75315,JVASP-147300,Sb2HF13,16,2,triclinic,-1.82207,0.61,train
4219,36379,JVASP-861,Cr,1,229,cubic,-0.0,0.0,train
4220,35262,JVASP-39238,Hf2IrRu,4,225,cubic,-0.87499,0.0,train
4221,1505,JVASP-89908,HfAsRu,9,189,hexagonal,-0.72335,0.0,train
4222,30962,JVASP-36472,Sr3AsN,5,221,cubic,-1.04089,0.492,train
4223,76098,JVASP-161360,Ca2MgZn,4,225,cubic,-0.18773,0.0,train
4224,68211,JVASP-154455,Si3Tc5,16,140,tetragonal,-0.29138,0.0,train
4225,24668,JVASP-45396,Al2Ge2O7,22,15,monoclinic,-2.43367,3.588,train
4226,52135,JVASP-117380,Mn2CrAs3,24,6,monoclinic,-0.19084,0.0,train
4227,35027,JVASP-39116,Sc2GaAu,4,225,cubic,-0.72963,0.0,train
4228,1610,JVASP-43071,Li2Ti3SbO8,28,186,hexagonal,-2.70747,0.0,train
4229,57992,JVASP-129230,LaIr3,4,221,cubic,-0.26451,0.0,train
4230,8054,JVASP-86193,Sr2LiCoN2,12,136,tetragonal,-0.69147,0.269,train
4231,90467,JVASP-189928,MgTi2C,4,160,trigonal,-0.49289,0.0,train
4232,41659,JVASP-17786,YMn2Ge2,5,139,tetragonal,-0.46084,0.0,train
4233,21321,JVASP-51238,BaYSc,3,216,cubic,0.79712,0.0,train
4234,33626,JVASP-25133,Mg,1,229,cubic,0.03228,0.0,train
4235,61156,JVASP-135486,ZnSN,3,187,hexagonal,1.34959,0.0,train
4236,49426,JVASP-114613,BeCoSi,3,187,hexagonal,0.03715,0.0,train
4237,69450,JVASP-149582,Ba2PbO4,7,139,tetragonal,-2.20379,1.246,train
4238,11854,JVASP-75003,KBe2Pt,4,119,tetragonal,0.83211,0.0,train
4239,24883,JVASP-12962,Ca5P8,13,12,monoclinic,-1.02314,1.389,train
4240,53878,JVASP-120473,Nd4MgPt,24,216,cubic,-0.49591,0.0,train
4241,77808,JVASP-168439,Lu5Ga3,16,193,hexagonal,-0.50419,0.0,train
4242,60181,JVASP-140902,SrNb2CuO6F,11,119,tetragonal,-2.68171,0.166,train
4243,59221,JVASP-144122,MgUPb2O6,20,14,monoclinic,-2.48424,1.216,train
4244,57343,JVASP-126288,DyNi3,4,221,cubic,-0.30602,0.0,train
4245,25401,JVASP-10354,Cr2O5,14,63,orthorhombic,-1.82236,0.436,train
4246,58684,JVASP-124713,Sb5Xe,6,164,trigonal,0.19434,0.0,train
4247,70546,JVASP-151623,Ba2ZnSb2,10,72,orthorhombic,-0.95517,0.325,train
4248,70805,JVASP-153008,V2FeO4,14,227,cubic,-1.91494,0.0,train
4249,36626,JVASP-16621,TbSn3,4,221,cubic,-0.43764,0.0,train
4250,10060,JVASP-1351,YbS,2,225,cubic,-2.45728,2.207,train
4251,11675,JVASP-29262,Bi2SeO5,32,39,orthorhombic,-1.25067,2.911,train
4252,56985,JVASP-128753,Ti2Ir,3,191,hexagonal,-0.40555,0.0,train
4253,89964,JVASP-189661,ZrTaC2,4,123,tetragonal,-0.82529,0.0,train
4254,40822,JVASP-14543,PW,8,62,orthorhombic,-0.33605,0.0,train
4255,62541,JVASP-140961,SmNiO3,20,62,orthorhombic,-2.39214,0.0,train
4256,75520,JVASP-157463,YbPm2In,4,225,cubic,-0.2672,0.0,train
4257,86212,JVASP-169820,Tm3Pt,16,62,orthorhombic,-0.77956,0.0,train
4258,52598,JVASP-119307,DyMoClO4,14,12,monoclinic,-2.69748,2.553,train
4259,55956,JVASP-122226,Ba6Y2Ru3PtO18,30,156,trigonal,-2.43621,0.0,train
4260,34915,JVASP-39192,NdTm3,4,221,cubic,0.02366,0.0,train
4261,44333,JVASP-20931,Ca2B2O5,36,14,monoclinic,-3.06121,5.111,train
4262,26193,JVASP-34660,SiO2,12,1,triclinic,-2.80524,5.503,train
4263,80286,JVASP-180153,LiTe2Pd,4,164,trigonal,-0.5466,0.0,train
4264,80148,JVASP-185434,V2B,3,139,tetragonal,-0.14592,0.0,train
4265,9134,JVASP-87902,YNiO3,20,62,orthorhombic,-2.43813,0.0,train
4266,10407,JVASP-85544,Pr3Ga10Ni,14,47,orthorhombic,-0.5577,0.0,train
4267,30713,JVASP-35082,Sr2H3I,6,164,trigonal,-0.97488,2.346,train
4268,8026,JVASP-91648,BC7,8,25,orthorhombic,0.18562,0.0,train
4269,48301,JVASP-110497,YbRu3C,5,221,cubic,-0.05815,0.0,train
4270,79417,JVASP-173036,LiCa2CuN2,12,136,tetragonal,-0.82341,1.123,train
4271,26223,JVASP-56598,Mn2OsC6N6,15,162,trigonal,0.10448,1.626,train
4272,55704,JVASP-123921,MgF,2,187,hexagonal,-2.00865,0.0,train
4273,62537,JVASP-141444,La2CuTe4,14,4,monoclinic,-1.25062,0.0,train
4274,50255,JVASP-115154,LiYIr,3,99,tetragonal,0.58005,0.0,train
4275,63238,JVASP-137675,SmYFe17,19,160,trigonal,0.00181,0.0,train
4276,87463,JVASP-180719,LiTcO2,4,12,monoclinic,-1.77477,0.0,train
4277,11913,JVASP-95696,Ba5Er2ZrAl2O13,46,194,hexagonal,-3.38113,2.372,train
4278,86278,JVASP-168703,Zr4Rh2N,28,227,cubic,-1.10249,0.0,train
4279,66541,JVASP-138307,AgH2,3,47,orthorhombic,0.2833,0.0,train
4280,40181,JVASP-9382,K3Zn2F7,12,139,tetragonal,-2.77045,4.481,train
4281,4594,JVASP-66143,Ba4FeRh,6,216,cubic,1.31451,0.0,train
4282,70730,JVASP-153809,Er3Ni,16,62,orthorhombic,-0.3112,0.0,train
4283,45996,JVASP-26910,NClO,12,62,orthorhombic,0.01704,1.765,train
4284,16564,JVASP-99837,Pr2Mg,6,63,orthorhombic,-0.05861,0.0,train
4285,46849,JVASP-59148,In5S5Cl,22,11,monoclinic,-0.67596,1.162,train
4286,34472,JVASP-39836,LiZn2Rh,4,225,cubic,-0.43087,0.0,train
4287,21734,JVASP-104131,H4C6S2O,13,1,triclinic,-0.00835,1.935,train
4288,35334,JVASP-21470,Dy3Ni2,10,12,monoclinic,-0.43118,0.0,train
4289,77464,JVASP-113843,Ba2PbO4,7,139,tetragonal,-2.18281,1.311,train
4290,89007,JVASP-163357,LiSbP2O7,22,4,monoclinic,-2.14933,3.896,train
4291,19276,JVASP-105270,YbPdO3,5,221,cubic,-1.53352,0.0,train
4292,59464,JVASP-144895,LiMnPO4,28,7,monoclinic,-2.18063,2.224,train
4293,9714,JVASP-71433,HfBe2Mo,4,99,tetragonal,0.31933,0.0,train
4294,71607,JVASP-151012,SbTeIr,12,198,cubic,-0.39178,0.733,train
4295,82884,JVASP-185551,Ta3Cl2,5,123,tetragonal,-0.29688,0.0,train
4296,49299,JVASP-116300,Li2Se,3,191,hexagonal,-1.06457,2.239,train
4297,8338,JVASP-3348,BaAgTeF,8,129,tetragonal,-2.06644,1.641,train
4298,74184,JVASP-147043,Tb2FeSbO7,22,74,orthorhombic,-2.58183,0.0,train
4299,6560,JVASP-63178,Co2As,9,189,hexagonal,-0.08065,0.0,train
4300,45750,JVASP-17396,DyS2,6,227,cubic,-0.19889,0.0,train
4301,60864,JVASP-142169,Li4NbCrTe2O12,20,1,triclinic,-1.92673,0.149,train
4302,26399,JVASP-8348,ZnWF6,8,148,trigonal,-2.48348,0.0,train
4303,1893,JVASP-64856,Ba4ScSb,6,216,cubic,0.32071,0.0,train
4304,31266,JVASP-35847,CoAs2,6,58,orthorhombic,-0.28519,0.0,train
4305,1370,JVASP-48941,LiVF3,20,62,orthorhombic,-2.80151,1.224,train
4306,7681,JVASP-21207,Rb,1,229,cubic,0.00071,0.0,train
4307,34109,JVASP-25316,S,1,225,cubic,1.12513,0.0,train
4308,90885,JVASP-191410,InHPd3,5,221,cubic,-0.40213,0.0,train
4309,23545,JVASP-51262,BaHfMo,3,216,cubic,1.10947,0.0,train
4310,59345,JVASP-141095,YbWO5,28,14,monoclinic,-2.10957,0.0,train
4311,34203,JVASP-29006,Te2MoW3Se4S2,12,156,trigonal,-0.47366,0.441,train
4312,38891,JVASP-47086,LiVF3,10,194,hexagonal,-2.68191,0.525,train
4313,55208,JVASP-123554,BP3,4,8,monoclinic,0.19712,0.0,train
4314,22816,JVASP-18729,TmIr2,6,227,cubic,-0.88339,0.0,train
4315,17941,JVASP-103341,KSrI3,10,63,orthorhombic,-1.71226,3.772,train
4316,39373,JVASP-55701,CaH12Cl2O6,21,150,trigonal,-1.22859,5.056,train
4317,39799,JVASP-14772,TiS,4,194,hexagonal,-1.31839,0.0,train
4318,61748,JVASP-138430,BF2,3,25,orthorhombic,-1.67072,0.0,train
4319,57074,JVASP-127318,Au3Xe,4,221,cubic,1.04098,0.0,train
4320,75878,JVASP-156388,PaSnPd,3,216,cubic,-0.52588,0.0,train
4321,90215,JVASP-187213,HfTaNb2,4,123,tetragonal,0.0564,0.0,train
4322,58490,JVASP-124628,AcSb5,6,164,trigonal,-0.2433,0.0,train
4323,77144,JVASP-137427,LiCo2O4,14,227,cubic,-1.49101,0.0,train
4324,71136,JVASP-148639,Ne,1,225,cubic,-0.00859,12.137,train
4325,79250,JVASP-163401,NaGaBr4,24,62,orthorhombic,-1.14993,3.175,train
4326,89965,JVASP-193104,CaRh3C,5,221,cubic,-0.30825,0.0,train
4327,48751,JVASP-115920,RbPdCl,3,38,orthorhombic,-0.55179,0.361,train
4328,89864,JVASP-189653,ZnCo2Os,4,123,tetragonal,-0.00628,0.0,train
4329,31447,JVASP-35090,SrZnSn,6,194,hexagonal,-0.59661,0.0,train
4330,53981,JVASP-111977,Na2FeO3,12,12,monoclinic,-1.65224,0.0,train
4331,41799,JVASP-10597,CaNi2O4,14,160,trigonal,-1.50089,0.077,train
4332,29420,JVASP-82022,GaFeRu2,4,225,cubic,0.05937,0.0,train
4333,51615,JVASP-113720,SrSbO3,5,221,cubic,-2.15387,0.0,train
4334,90310,JVASP-191879,LiY3S4,8,221,cubic,-2.15103,0.0,train
4335,44115,JVASP-109374,Pr2UP3,6,71,orthorhombic,-1.42043,0.0,train
4336,53963,JVASP-111943,Li2FeF4,14,63,orthorhombic,-2.62629,0.0,train
4337,42543,JVASP-855,Cl,4,64,orthorhombic,1e-05,2.325,train
4338,18863,JVASP-104841,CdHg3,4,225,cubic,0.18224,0.0,train
4339,74329,JVASP-147246,Li5Mn3O8,16,12,monoclinic,-2.16022,0.0,train
4340,2973,JVASP-97717,Os2O3F7,48,14,monoclinic,-1.55022,0.62,train
4341,51005,JVASP-113215,Li4Cr3NiO8,16,2,triclinic,-2.08699,0.0,train
4342,60690,JVASP-144190,Er5Sn18Rh6,29,216,cubic,-0.52759,0.0,train
4343,83776,JVASP-179209,HfBiRh2,4,225,cubic,-0.407,0.0,train
4344,86287,JVASP-163884,LaAuO2,8,194,hexagonal,-2.39762,2.87,train
4345,5336,JVASP-66556,Ba2GeP,4,225,cubic,-0.56264,0.0,train
4346,51722,JVASP-113770,LuBiPd,3,216,cubic,-0.89505,0.0,train
4347,21787,JVASP-107037,PrUS2,4,166,trigonal,-1.81343,0.0,train
4348,42958,JVASP-107805,K2NaPrCl6,10,225,cubic,-2.12779,4.638,train
4349,76321,JVASP-160932,NaSbAu,3,216,cubic,-0.33712,0.0,train
4350,19734,JVASP-15054,SrAl4,5,139,tetragonal,-0.32509,0.0,train
4351,21512,JVASP-22628,FeF3,16,227,cubic,-1.95572,0.0,train
4352,14363,JVASP-108157,BaLaMn2O6,10,225,cubic,-2.66299,0.0,train
4353,51203,JVASP-107300,Nd4Cu3Ni,8,6,monoclinic,-0.29654,0.0,train
4354,69172,JVASP-146735,MnSb3P4O16,24,6,monoclinic,-1.95194,0.131,train
4355,90100,JVASP-189049,NbCr4Os,6,216,cubic,-0.0024,0.0,train
4356,87490,JVASP-170479,Nd2In3Cu,6,156,trigonal,-0.46325,0.0,train
4357,92462,JVASP-187151,HfV4W,6,216,cubic,0.04875,0.0,train
4358,21061,JVASP-107305,Nb2CuS4,7,156,trigonal,-1.01438,0.0,train
4359,90714,JVASP-191060,Zr2SbAs,4,160,trigonal,-0.96469,0.0,train
4360,29714,JVASP-50452,Rb2MgO2,10,72,orthorhombic,-1.90416,2.835,train
4361,45764,JVASP-55401,Mn3B2O6,22,58,orthorhombic,-1.93489,0.876,train
4362,27620,JVASP-79050,NpAs3,4,139,tetragonal,-0.41191,0.0,train
4363,73612,JVASP-151491,Ba2ZnBi2,10,72,orthorhombic,-0.82929,0.099,train
4364,25752,JVASP-22663,FeP4,20,15,monoclinic,-0.38776,0.681,train
4365,56049,JVASP-122295,CrBiO3,20,15,monoclinic,-1.73909,0.433,train
4366,10750,JVASP-70834,Ca4BeIr,6,216,cubic,0.83779,0.0,train
4367,13249,JVASP-92292,Li2CaN2,5,164,trigonal,-0.3606,0.0,train
4368,14999,JVASP-93903,YbBiAu,6,186,hexagonal,-0.77043,0.0,train
4369,15933,JVASP-103512,Ca2ZnGa3,6,8,monoclinic,-0.5375,0.0,train
4370,73401,JVASP-152863,LaAl4,5,139,tetragonal,-0.42902,0.0,train
4371,72724,JVASP-151695,Dy2Pd2Pb,10,127,tetragonal,-0.8829,0.0,train
4372,47213,JVASP-20860,Li10Zn4O9,46,137,tetragonal,-1.91332,2.591,train
4373,43170,JVASP-109971,HoScZn2,4,225,cubic,-0.39481,0.0,train
4374,28027,JVASP-50589,Mg3As2O8,26,14,monoclinic,-2.16468,3.897,train
4375,53874,JVASP-111831,BaBe2P2O8,13,164,trigonal,-2.85291,5.027,train
4376,48260,JVASP-110844,PrSmIr2,4,225,cubic,-0.70287,0.0,train
4377,49412,JVASP-114605,CaBeSn,3,187,hexagonal,0.38462,0.0,train
4378,93762,JVASP-188471,Sc2ZnOs,4,123,tetragonal,-0.55272,0.0,train
4379,53933,JVASP-120499,Sr4PrMn5O15,25,12,monoclinic,-2.58576,0.0,train
4380,68732,JVASP-150447,CrAsRh,9,189,hexagonal,-0.16386,0.0,train
4381,19374,JVASP-100990,La3Zr,8,194,hexagonal,0.08141,0.0,train
4382,92106,JVASP-189722,AlW,4,129,tetragonal,0.16781,0.0,train
4383,55380,JVASP-121130,IF2,3,47,orthorhombic,-0.70614,0.0,train
4384,24782,JVASP-8561,AgI,4,186,hexagonal,-0.20206,1.284,train
4385,31360,JVASP-40937,Pm2MgSi,4,225,cubic,-0.29027,0.0,train
4386,19178,JVASP-15764,Pr3TlC,5,221,cubic,1.58747,0.0,train
4387,9681,JVASP-86355,LaCo5,6,191,hexagonal,-0.04324,0.0,train
4388,37027,JVASP-30397,AgGeO3,10,51,orthorhombic,-1.01435,0.0,train
4389,79982,JVASP-176025,NaCO3,20,14,monoclinic,-1.45142,0.66,train
4390,24334,JVASP-55521,Si3Ru2,20,116,tetragonal,-0.48938,0.349,train
4391,1701,JVASP-88380,NaZrCuS3,12,63,orthorhombic,-1.32338,0.637,train
4392,26611,JVASP-34270,PbCClO2,10,12,monoclinic,-1.27453,2.91,train
4393,45072,JVASP-109263,Ag3S,8,194,hexagonal,0.05289,0.0,train
4394,48776,JVASP-114291,SrGeH,3,99,tetragonal,0.37884,0.0,train
4395,70454,JVASP-143237,Li8Co5O10,23,2,triclinic,-1.62276,0.0,train
4396,7755,JVASP-75546,Tc2AsIr,4,216,cubic,0.37896,0.0,train
4397,21506,JVASP-12160,Al2Si4O11,17,2,triclinic,-2.9783,4.289,train
4398,83341,JVASP-176837,Ba4NaSb3O12,20,229,cubic,-2.34345,1.54,train
4399,36018,JVASP-39292,Hg3Au,8,194,hexagonal,0.31804,0.0,train
4400,55587,JVASP-122961,VOs,2,221,cubic,-0.25633,0.0,train
4401,71362,JVASP-157218,YbPr2Al,4,225,cubic,-0.19157,0.0,train
4402,66214,JVASP-139388,LiP2,3,2,triclinic,-0.33799,0.0,train
4403,59031,JVASP-128301,TaV,2,221,cubic,0.01116,0.0,train
4404,36163,JVASP-19667,ZrTe,4,194,hexagonal,-0.64471,0.0,train
4405,66260,JVASP-139393,LiP3,4,1,triclinic,-0.13937,0.0,train
4406,12402,JVASP-14664,Ru,2,194,hexagonal,0.0,0.0,train
4407,20276,JVASP-106562,MgPd3,4,139,tetragonal,-0.50721,0.0,train
4408,71590,JVASP-154601,BiPPbO5,16,2,triclinic,-1.90768,3.367,train
4409,47704,JVASP-12544,KBrF4,12,140,tetragonal,-1.76102,3.138,train
4410,11976,JVASP-108068,Tb2In3Sn3,8,47,orthorhombic,-0.45579,0.0,train
4411,93659,JVASP-190136,Nb2ZnIn,4,123,tetragonal,-0.02622,0.0,train
4412,51751,JVASP-117209,Li5Co4NiO10,20,12,monoclinic,-1.65615,0.089,train
4413,73761,JVASP-152278,NbFeO4,12,12,monoclinic,-2.10849,0.0,train
4414,72968,JVASP-149100,ScZnPd,6,63,orthorhombic,-0.74655,0.0,train
4415,45970,JVASP-16669,UCuGe,3,187,hexagonal,-0.09656,0.0,train
4416,56144,JVASP-122390,Fe10O9F11,30,1,triclinic,-1.81392,0.0,train
4417,90180,JVASP-188185,La2Y,3,164,trigonal,-0.03491,0.0,train
4418,1254,JVASP-64828,Ba4SrCo,6,216,cubic,0.79485,0.0,train
4419,38581,JVASP-28616,Mo3WSe4S4,12,156,trigonal,-0.76727,0.667,train
4420,79536,JVASP-183574,Y2Si2Au,5,71,orthorhombic,-0.7683,0.0,train
4421,28609,JVASP-12977,PdPb2Br6,18,14,monoclinic,-0.74389,1.138,train
4422,8838,JVASP-15311,SmCo2B2,5,139,tetragonal,-0.55192,0.0,train
4423,25722,JVASP-21346,MgMnSi2O6,20,15,monoclinic,-2.64084,2.047,train
4424,1476,JVASP-64408,Ba4TiHg,6,216,cubic,0.81414,0.0,train
4425,88871,JVASP-178648,Ba2NaPd,4,225,cubic,-0.246,0.0,train
4426,43662,JVASP-110032,Sc2ZnIn,4,225,cubic,-0.43134,0.0,train
4427,37655,JVASP-29717,Bi3Rh,16,62,orthorhombic,-0.12023,0.0,train
4428,8874,JVASP-67811,ZrBe2Pd,4,123,tetragonal,-0.05278,0.0,train
4429,33481,JVASP-21127,KRb2TiF6,10,225,cubic,-3.23041,0.0,train
4430,73183,JVASP-153618,CaB2H,16,62,orthorhombic,0.27212,0.0,train
4431,49381,JVASP-116353,NaH3,4,1,triclinic,-0.07539,3.67,train
4432,4963,JVASP-69021,BaBe2Br,4,123,tetragonal,0.36416,0.0,train
4433,24498,JVASP-8128,BaSe3,8,113,tetragonal,-1.1264,0.996,train
4434,46465,JVASP-54523,ThIn2Br6,18,15,monoclinic,-1.35809,2.828,train
4435,15542,JVASP-92727,Y2BiO2,5,139,tetragonal,-2.89289,0.0,train
4436,16202,JVASP-100605,La2TlAg,4,225,cubic,-0.37671,0.0,train
4437,13645,JVASP-74744,LiBe2Ru,4,119,tetragonal,-0.07376,0.0,train
4438,25398,JVASP-48165,Li3MnF6,10,12,monoclinic,-2.81351,0.33,train
4439,8238,JVASP-86824,SbI3,16,14,monoclinic,-0.3086,2.003,train
4440,73268,JVASP-149930,LaMnSi2,8,63,orthorhombic,-0.5836,0.0,train
4441,73061,JVASP-149457,LaFeSi,6,129,tetragonal,-0.60817,0.0,train
4442,45056,JVASP-110148,Ti3CoS6,10,148,trigonal,-1.32998,0.0,train
4443,32049,JVASP-41250,Mn2NbAl,4,225,cubic,-0.23653,0.0,train
4444,71297,JVASP-157041,Yb2LiRu,4,225,cubic,-0.04366,0.0,train
4445,49478,JVASP-114637,BeReMo,3,6,monoclinic,4.02942,0.0,train
4446,92115,JVASP-194022,Ca2N,3,166,trigonal,-0.95697,0.0,train
4447,19226,JVASP-105587,LiNi3OF5,10,1,triclinic,-1.77175,0.184,train
4448,13248,JVASP-94732,CaMg6V,8,123,tetragonal,0.13265,0.0,train
4449,49351,JVASP-116329,MgVO,3,99,tetragonal,-0.60681,0.0,train
4450,59163,JVASP-125442,SrH3,4,8,monoclinic,-0.16298,0.0,train
4451,92453,JVASP-190101,NbOsRh2,4,123,tetragonal,-0.36508,0.0,train
4452,75764,JVASP-157333,Mg2InBi,4,225,cubic,-0.07564,0.0,train
4453,30104,JVASP-54893,HfCoSb,3,216,cubic,0.25717,0.0,train
4454,61311,JVASP-144203,NbCr3Cu2S8,28,53,orthorhombic,-0.77085,0.0,train
4455,89925,JVASP-190622,Li2In,3,139,tetragonal,-0.33584,0.0,train
4456,86575,JVASP-183411,Sb2Te2O,5,166,trigonal,-0.34559,0.213,train
4457,84827,JVASP-185174,Sc3Br,4,44,orthorhombic,-0.35832,0.0,train
4458,79767,JVASP-166162,Ce2Zn5Sn,16,63,orthorhombic,-0.43207,0.0,train
4459,76179,JVASP-161076,NbAlNi,3,216,cubic,-0.39416,0.0,train
4460,43253,JVASP-55264,Nb2Zn3O8,26,15,monoclinic,-2.19975,3.007,train
4461,1740,JVASP-88176,Sr2LiCBr3N2,36,227,cubic,-1.59675,4.255,train
4462,72508,JVASP-157085,Yb2CuSn,4,225,cubic,-0.54785,0.0,train
4463,6827,JVASP-62568,BN,4,194,hexagonal,-1.37181,3.652,train
4464,85382,JVASP-184217,ScZnIr,3,187,hexagonal,-0.38622,0.0,train
4465,16270,JVASP-2667,Al2ZnTe4,7,82,tetragonal,-0.50712,1.699,train
4466,56195,JVASP-128317,Yb3Bi,4,221,cubic,-0.54145,0.0,train
4467,91363,JVASP-194324,Ta4Cr3,7,191,hexagonal,-0.049,0.0,train
4468,15275,JVASP-92633,CaFe2As2,5,139,tetragonal,-0.57074,0.0,train
4469,68697,JVASP-154712,YGe2Ir,16,71,orthorhombic,-0.84226,0.0,train
4470,45156,JVASP-110183,NiRu,2,187,hexagonal,0.13788,0.0,train
4471,54966,JVASP-122486,Cu3PSe2S2,16,31,orthorhombic,-0.21783,0.289,train
4472,59547,JVASP-141567,VOF3,20,29,orthorhombic,-2.69378,2.797,train
4473,17727,JVASP-18427,CoH2O2,5,164,trigonal,-0.83736,0.0,train
4474,34257,JVASP-39675,TiSiRu2,4,225,cubic,-0.8175,0.057,train
4475,40541,JVASP-55306,Ni3B2O6,22,58,orthorhombic,-1.53792,0.18,train
